data_area_type,data_area_type_FR,data_area,data_area_FR,entity,entity_FR,attribute,attribute_FR,attribute_data_type,attribute_data_type_FR,attribute_description,attribute_description_FR,NEED
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event Plan,Plan de l'activité d'apprentissage,Learning Design & Development Plan,Plan de conception et de mise en œuvre de l'activité,Text,Texte,"A plan outlining the design of the learning event including the instructional approach, the medium of delivery and templates associated with content development. It also outlines the activities, resources and timing needed to develop a learning event as well as cost, budget and financial approvals required for the learning development.","Plan de conception de l'activité : approche pédagogique, mode de prestation et modèles pour élaborer le contenu.  En outre, ce plan décrit les activités, les ressources et les délais nécessaires pour mettre sur pied l'activité d'apprentissage, ainsi que les coûts, les budgets et les approbations financières nécessaires. ",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event Status,Statut de l'activité d'apprentissage,Learning Event Status,Statut de l'activité d'apprentissage,Code,Code,Indicator of the learning event status.,Indicateur de l'état de l'événement d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event Status,Statut de l'activité d'apprentissage,Learning Event Status Date,Date du statut de l'activité d'apprentissage,Date,Date,The date the status is effective.,Date d'entrée en vigueur du statut.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Title,Titre de l'objet d'apprentissage,Text,Texte,The title of the learning object.,Titre de l'objet d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Objective,Objectif de l'objet d'apprentissage,Text,Texte,The level of knowledge or skill to be attained through the completion of the learning object.,Niveau de connaissance ou de compétence à atteindre en réalisant l'objet d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Description,Description de l'objet d'apprentissage,Text,Texte,"A description of what is to be learned through the completion of the learning object, the topic being covered, the duration for completion, etc.","Description de la matière à enseigner, des connaissances à acquérir, de la durée de l'activité, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Delivery Approach,Approche de mise en œuvre de l'objet d'apprentissage,Text,Texte,"The approach or blend of approaches taken to deliver the learning object and may include online delivery, classroom delivery, self study, coaching, etc.","Approche(s) adoptée(s) pour mettre en œuvre l'objet d'apprentissage : cours en ligne, cours en classe, études autonomes, encadrement, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Content,Contenu de l'objet d'apprentissage,Text,Texte,"The teaching points, exercises and handouts associated with the learning object.","Points à enseigner, exercices, documents à distribuer.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Participant Assessment,Évaluation du participant - objet d'apprentissage,Text,Texte,The assessment tool used to determine whether the learner has successfully achieved the learning object's objective.,Outil d'évaluation servant à déterminer si l'apprenant a réalisé l'objectif de l'objet d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Facility Requirement,Besoins en installations - objet d'apprentissage,Text,Texte,"Information regarding the specific requirements needed in a facility for a specified learning event. This may include seating arrangement, size of room, number of breakout rooms, and any necessary equipment, etc.","Besoins en installations pour une activité d'apprentissage donnée : disposition des sièges, dimensions de la salle, nombre de pièces, équipement nécessaire.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Object,Objet d'apprentissage,Learning Object Pass-Fail Criteria,Critères échec-réussite - objet d'apprentissage,Text,Texte,The level of performance against the objective required to pass the learning object.,Rendement du participant par rapport à l'objectif de réussite de l'objet d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning Registration Open Date,Date de début de l'inscription à l'activité d'apprentissage,Date,Date,The date a learning event is open for registration.,Date de début de l'inscription à l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning Registration Close Date,Date de fin de l'inscription à l'activité d'apprentissage,Date,Date,The date a learning event is closed for registration.,Date de fin de l'inscription à l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning Start Date,Date de début de l'apprentissage,Date,Date,The date the learning event starts.,Date de début de l'activité d'apprentissage. ,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning End Date,Date de fin de l'apprentissage,Date,Date,The date the learning event ends.,Date de fin de l'activité d'apprentissage. ,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning Location,Lieu de l'apprentissage,Text,Texte,"The location the learning event is delivered at and includes city, address and room.","Endroit où l'on donne l'apprentissage : ville, adresse, salle.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning Session Minimum Enrolment,Nombre minimal de participants à la séance,Number,Nombre,The minimum enrolment for the session.,Nombre minimal de participants à l'activité.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Session,Séance d'apprentissage,Learning Session Maximum Enrolment,Nombre maximal de participants à la séance,Number,Nombre,The maximum enrolment for the session.,Nombre maximal de participants à l'activité.,
